number,value,params_EPOCHS,params_dropout_l0,params_dropout_l1,params_dropout_l2,params_lr,params_n_layers,params_n_units_l0,params_n_units_l1,params_n_units_l2
4775,8.01919096071894e-05,244,0.1282421647673483,0.10717916909003918,0.12201652781648695,0.0004587188576824487,3,1824,352.0,1824.0
293,8.05193751148181e-05,197,0.26490319190510153,0.10446136363345228,0.19291271371282911,0.0002555450135036372,3,1632,352.0,1568.0
859,8.053477710442772e-05,101,0.14204178978194648,0.15528876882904014,0.12232080069306417,0.0004910996768412271,3,1760,352.0,1440.0
975,8.057958354280951e-05,102,0.11553782726169816,0.14260490960504818,0.18183183829832247,0.00046168300712567164,3,1824,480.0,1440.0
4782,8.076170088315849e-05,207,0.13536183486456485,0.11148606471762515,0.13796552255811917,0.0003857307538928212,3,1824,352.0,1760.0
166,8.085107559357615e-05,244,0.2495335821049011,0.35564844677634455,0.12659895381501218,0.00038251180720532443,3,1568,352.0,1248.0
6,8.092051042088619e-05,629,0.3319981091966661,0.32824227557027846,0.10314709420676306,0.00027006194474753936,3,1696,736.0,1248.0
1117,8.109058338353255e-05,136,0.2203679744351435,0.1544234508995139,0.1290684743746849,0.0004452781144919023,3,1760,480.0,1632.0
622,8.123236099587909e-05,138,0.14056750483249444,0.14042025128578378,0.12100393662223395,0.00029838537122823584,3,1760,416.0,1568.0
4634,8.124800867032415e-05,222,0.13524999484617628,0.10076482742850429,0.12076385927330657,0.0005103062942233868,3,1824,352.0,1760.0
1025,8.13004326725301e-05,285,0.23705806112453928,0.1647836833678138,0.1209796522887163,0.0003140550510310033,3,1952,352.0,1568.0
6899,8.132872195953193e-05,183,0.13669875232828235,0.17296501274958723,0.13170643823185452,0.0004247483224242498,3,1952,416.0,1184.0
6757,8.135702203920422e-05,236,0.12973083512321126,0.10744736836032837,0.10635645971728626,0.00046628638764002257,3,1760,480.0,1376.0
572,8.157086279728295e-05,216,0.16013194443230366,0.14060091212088247,0.1792355101248529,0.00044951010594962605,3,1696,352.0,1568.0
5800,8.157111951732077e-05,112,0.11092086541701394,0.10952043314410481,0.157043816483265,0.0003691017015313462,3,1888,352.0,1568.0
6767,8.175183696342477e-05,126,0.15499023518098815,0.10907529342143991,0.1233797231044756,0.00041454377464339133,3,1696,352.0,1504.0
339,8.175616361162004e-05,207,0.4378996684795663,0.15273973956371836,0.10344224197006414,0.0004059491084564483,3,1632,416.0,1504.0
508,8.177050876838621e-05,206,0.15613223646801958,0.11398363384534506,0.1214227593404476,0.00037879399595290347,3,1888,416.0,1440.0
425,8.183305374889946e-05,267,0.2644677539648485,0.1724077555520788,0.12395316555360533,0.0004857874822238914,3,1888,416.0,1568.0
2319,8.192521054297685e-05,290,0.23238300580853144,0.12685110541820857,0.15638664606640842,0.00035044332351734045,3,1824,352.0,1696.0
5284,8.19369290790443e-05,252,0.21698251765681317,0.11459312850835614,0.1496348697535407,0.0004073912865486694,3,1760,352.0,1632.0
6331,8.194672724736544e-05,207,0.1272705241278821,0.14724925839935676,0.10329503427924246,0.00038692913186779077,3,1888,352.0,1504.0
800,8.198957839340437e-05,123,0.15423093330802085,0.2454764326308894,0.10944631289905378,0.0005462779053432842,3,1696,352.0,1440.0
93,8.202653504364813e-05,274,0.22144240198780993,0.4096591699296674,0.10715193678827448,0.000304191478999998,3,1504,672.0,1056.0
816,8.209428318271724e-05,104,0.14457756754344034,0.16428762495152757,0.1210673545671681,0.0004272563000466601,3,1696,352.0,1440.0
1219,8.210176589879362e-05,129,0.29788109883222036,0.1515686146923937,0.172468394006773,0.000352008143111615,3,1760,352.0,1312.0
2924,8.210396614837616e-05,131,0.15645285989886817,0.16524490744303533,0.14990244535460817,0.0005336027132091742,3,1568,352.0,1504.0
3420,8.210563404039324e-05,191,0.24588469251750453,0.13714130099379618,0.12466822081179306,0.000328249479429509,3,1696,352.0,1632.0
455,8.214274178802346e-05,232,0.31265718277272936,0.2953470146604999,0.20904842802927856,0.0003830641366741087,3,1888,352.0,1440.0
818,8.22046493946497e-05,136,0.12952665444305506,0.16598018237543527,0.12011900915066942,0.00031463387208506885,3,1888,352.0,1568.0
1815,8.224168862701239e-05,146,0.11577327767876631,0.12251275146432875,0.17333384592275217,0.00044148047638043354,3,1568,352.0,1632.0
5616,8.224790726671927e-05,223,0.11982976437114881,0.10596899128411849,0.1293363782820663,0.00032759681265976136,3,2080,416.0,1696.0
306,8.230964873897998e-05,194,0.24257545259744376,0.14181587898081066,0.11730790913040962,0.00031275167521990706,3,1760,352.0,1312.0
3679,8.245564725560447e-05,188,0.12590885557163997,0.14896470472320464,0.10405861715416038,0.0003808154421794353,3,1824,352.0,1376.0
3331,8.253001409078328e-05,115,0.15128075207252492,0.12856956508994358,0.10633754973493505,0.0002923967730945178,3,1824,416.0,1696.0
2127,8.253617076358448e-05,102,0.10028403350046913,0.10010989735155902,0.14244031704061372,0.00044167209125155253,3,1760,352.0,1376.0
688,8.272914747067261e-05,245,0.23188333679070813,0.22503381215790222,0.10836859487223303,0.00046226567363300886,3,1824,352.0,1568.0
582,8.277667899771283e-05,158,0.15742190711995332,0.13627616545806737,0.12038565581161877,0.00032627338896613304,3,1760,352.0,1440.0
583,8.285116103555387e-05,154,0.15431119469519114,0.14255619709659684,0.12012937681078692,0.00033054565244515196,3,1760,352.0,1504.0
1766,8.291460556696014e-05,215,0.23991302612921578,0.12908793741007724,0.1070642471784157,0.00039479250316872715,3,1824,352.0,1568.0
404,8.292456950584893e-05,218,0.2710282164171527,0.15060455165837214,0.13085824366567114,0.00042216706919223667,3,1952,416.0,1504.0
783,8.295373894119014e-05,122,0.1321376493160317,0.15007895940558522,0.1149481774360229,0.00036761258468849355,3,1696,480.0,1504.0
5044,8.303094497629597e-05,212,0.13708250792864154,0.10008309318371439,0.24361229247361463,0.00046096199260145765,3,1696,352.0,1952.0
64,8.309177950044007e-05,245,0.23512902153765305,0.3833649068580611,0.18208275405119004,0.0003834149062643034,3,1632,352.0,2016.0
2370,8.325713182178636e-05,101,0.13648466470609702,0.13162803147856525,0.10556464787400249,0.0003449108572990799,3,1824,480.0,1504.0
1985,8.328315440545946e-05,193,0.1424650651966996,0.1035059856302446,0.1858063274228216,0.0004744753198651726,3,1696,480.0,1568.0
104,8.332093251131786e-05,241,0.2620608802481851,0.4148198335366234,0.11351640337219686,0.0002996993472213617,3,1696,736.0,1760.0
547,8.340033418789972e-05,176,0.12106970888381308,0.18437317391004684,0.1981257981012943,0.00039527283172780214,3,1632,416.0,1440.0
2311,8.345061190387545e-05,256,0.2554217237012117,0.20112777311034152,0.15829478987565243,0.0003610975350097722,3,1760,544.0,1504.0
1648,8.345972467698933e-05,130,0.29581827487059265,0.15830474401769776,0.10011569321213361,0.0006025010037345726,3,1760,352.0,1312.0
5512,8.354215897270479e-05,117,0.22743114270004416,0.14495871694456397,0.12244764842417294,0.0004394672679294883,3,1632,416.0,1632.0
1224,8.362441294593737e-05,132,0.24937681095757896,0.13664275266924375,0.21541395083976012,0.00040917865222810215,3,1696,352.0,1440.0
5976,8.363820525119081e-05,133,0.1329994810828985,0.14108707846540325,0.1245784436913556,0.00038364126757030613,3,1696,416.0,1312.0
108,8.373127711820416e-05,250,0.23646304921636788,0.34662793738346864,0.10840144385040973,0.00030738333399993263,3,1632,480.0,1760.0
453,8.37774703541072e-05,232,0.24618996686373482,0.10357345072812107,0.14810600823712336,0.0004049555290299325,3,1760,416.0,1440.0
1494,8.387747111555654e-05,120,0.13591956764917024,0.1449663763131992,0.13782751136362317,0.000412474582091417,3,1952,480.0,1632.0
861,8.392243932272928e-05,110,0.14430634058586317,0.16283143041171752,0.12744245756851352,0.0004304985422929172,3,1888,352.0,1376.0
4977,8.40072229038924e-05,230,0.3598000608248776,0.10015501401802768,0.11243143323870267,0.00032461143385652307,3,1824,416.0,1824.0
298,8.409380861849059e-05,188,0.1928510779956575,0.17948868034886575,0.18690197051512322,0.00037100779772012614,3,1632,480.0,1632.0
186,8.420948858353464e-05,349,0.24918456748355158,0.36706542176467993,0.10664572240913837,0.00040705277090682,3,1632,416.0,1504.0
1372,8.427437666493157e-05,103,0.14720965532934815,0.1464209606556543,0.19012301206171034,0.00042420464964184116,3,1696,352.0,1184.0
626,8.438346631010064e-05,144,0.154591315701699,0.14196468044956323,0.1298146599900182,0.0003889206382247722,3,1824,352.0,1568.0
242,8.4398100564916e-05,197,0.24965279188924536,0.42201994829824707,0.11227963780462517,0.00030377677057584533,3,2080,480.0,1440.0
1730,8.446884785371367e-05,117,0.10846645822043828,0.1523187183585533,0.11933546397515535,0.0004325653847536014,3,1824,416.0,1632.0
405,8.447590201588658e-05,267,0.27161267458121596,0.14810842799293433,0.10277152694049997,0.0004379326686830003,3,1952,352.0,1504.0
96,8.459321798000019e-05,249,0.23467151152962093,0.416200246808339,0.11031642581311923,0.000313962839118835,3,1632,608.0,1248.0
836,8.465626973096126e-05,130,0.10114126995944306,0.23749098463338555,0.10603458294155844,0.00040873677906095777,3,1888,352.0,1504.0
1882,8.466920116916299e-05,298,0.12207609735596456,0.10792363604957017,0.15917832269184437,0.0003566377894010596,3,1760,544.0,1248.0
506,8.474328909263325e-05,256,0.2994041160645552,0.15576089596702167,0.14976788167521604,0.0004909042465424453,3,1952,416.0,1440.0
2150,8.476298353343736e-05,110,0.1232077202387713,0.13221278662135633,0.12160674784356344,0.0004907281458555042,3,1888,544.0,1376.0
25,8.509098030723787e-05,321,0.4833234436499426,0.18602934913742647,0.23452009549885297,0.0003454396174222944,3,1888,800.0,1696.0
4960,8.510667600300318e-05,239,0.125512085032272,0.10676373439694642,0.19881848163104257,0.0003406352928125438,3,1760,416.0,1824.0
2224,8.513044376741163e-05,247,0.11917408383946379,0.13560634608883307,0.11241691586674682,0.0004622716312205342,3,1888,544.0,1312.0
628,8.517065568109198e-05,172,0.15286548108688036,0.3020957664677654,0.12881329467144853,0.0003743585919080805,3,1760,416.0,1632.0
4449,8.526520578016062e-05,118,0.13829578974541817,0.16981344819704405,0.11132111261467256,0.00043888980821935004,3,1504,416.0,1376.0
561,8.52915571158519e-05,249,0.1409176568449721,0.13610188274122015,0.1988670796406717,0.00035428381963917424,3,2080,416.0,1440.0
681,8.53015341514644e-05,173,0.19137744776598697,0.16155695546625168,0.12678862748545588,0.0004442394890993455,3,1824,416.0,1440.0
709,8.53223545467093e-05,117,0.12002754070023626,0.2166697269013598,0.11780868965326667,0.0004884475064122763,3,1760,352.0,1312.0
3471,8.54039454376713e-05,297,0.11416468789445407,0.20247007624431618,0.10657862443298967,0.00038573062511865214,3,1760,352.0,1504.0
