number,value,params_EPOCHS,params_dropout_l0,params_dropout_l1,params_dropout_l2,params_freeze,params_lr,params_n_layers,params_n_units_l0,params_n_units_l1,params_n_units_l2
23436,0.2811790633018441,462,0.23153856963004146,0.26121163738019015,0.18178525698309975,no freeze,0.00019963798125358467,3,352,2080.0,1312.0
17363,0.2812859450071779,424,0.12109719270056217,0.13203909184170995,0.18873614951339976,no freeze,0.0001906814215809252,3,352,1248.0,1440.0
982,0.28139448763705754,505,0.17433270563471776,0.1312722612430525,0.21420528411020137,no freeze,0.00023959230291163843,3,672,2144.0,928.0
7534,0.28206008409629163,460,0.10857065854812159,0.17932599353499376,0.10690032737107055,no freeze,0.0002350194904617591,3,352,2080.0,928.0
497,0.2824566706566923,444,0.19797256099685456,0.3593230767272173,0.13918744089487414,no freeze,0.0002199461164389508,3,352,2144.0,1248.0
20,0.2825484013778448,365,0.3286713100707135,0.4347552408777501,,freeze,0.0002816496584394836,2,1504,1952.0,
20685,0.2831833942848288,420,0.13438409371927568,0.1051911790275131,0.1419317073627448,no freeze,0.000201586128958837,3,352,2016.0,1632.0
23357,0.28338189483963344,458,0.12893707633824944,0.12596155145061294,0.14881755732693894,no freeze,0.0002832475356065628,3,544,1504.0,928.0
7057,0.2838601218565766,487,0.10945147939552098,0.1829139397222751,0.1643199346574399,no freeze,0.0002736651616935543,3,480,2080.0,992.0
14596,0.28432209459329494,477,0.2132931072994933,0.14884843070771173,0.20407252971389553,no freeze,0.00021011864202938912,3,608,2144.0,928.0
12499,0.2849888312757372,373,0.18268171895666693,0.266479243257056,0.1508153528960531,no freeze,0.0003131968256636284,3,480,1376.0,1248.0
6188,0.28524867539730653,396,0.268480799500862,0.10292361785136124,0.20802139616968243,no freeze,0.00019589597036919065,3,352,2144.0,1184.0
3942,0.28580964772813616,443,0.19139031940039627,0.32702494846216407,0.14659096298585222,no freeze,0.00015133203270011622,3,352,1952.0,864.0
145,0.2858269044516668,551,0.20072492630377015,0.1926143176787078,0.10269272376321452,no freeze,0.00013569484771318267,3,608,2016.0,2144.0
16051,0.2861824651743633,462,0.15504910863596733,0.10931955514007334,0.456109131850555,no freeze,0.00023958094413196703,3,416,1952.0,1312.0
22298,0.28625080470692643,288,0.10000220785683296,0.10820355472963289,0.16860310216483135,no freeze,0.00032661714913980296,3,416,2144.0,1696.0
237,0.2864105998687378,461,0.17687971333669217,0.10244894056487995,0.21752991504624153,no freeze,0.0001805480529409499,3,480,1376.0,1184.0
3086,0.28645319457606266,445,0.17596472196355042,0.18915691394493256,0.18420925299771007,no freeze,0.00020048501122486517,3,352,2144.0,1376.0
2067,0.28694421435586137,367,0.11965323600665081,0.37092904019433304,0.20440657367149878,no freeze,0.00019125798588021036,3,736,1952.0,1312.0
7730,0.28732107679274155,460,0.16433314160333476,0.2220059528004162,0.13824793368251806,no freeze,0.0001896343480598697,3,608,2080.0,864.0
10057,0.2873914425441641,389,0.1455140805504079,0.3212748707062285,0.1471330230458867,no freeze,0.00017607367932235952,3,480,2080.0,1312.0
16724,0.28745834220746325,454,0.12752256389030497,0.1028491249681653,0.15111389660144486,no freeze,0.00019789098050509494,3,416,2144.0,1376.0
491,0.2875660822856498,363,0.17581010300248923,0.2383958429884447,0.12258946046114214,no freeze,0.00021193669800548715,3,352,800.0,1376.0
8537,0.2879633081683346,383,0.18264471680354238,0.13958035108251082,0.20548391497711546,no freeze,0.0003372524330236594,3,416,1248.0,992.0
4147,0.28799069066601146,676,0.10875639227753513,0.18708803926817255,0.28519377623360215,no freeze,0.00016638520957588327,3,480,2144.0,864.0
6890,0.28835995300991607,427,0.13145473343294534,0.1628074561466702,0.19836573156800602,no freeze,0.00017314023934571004,3,416,1376.0,1056.0
3853,0.28847529519873677,410,0.10250349247577263,0.21852359761941673,0.13447299724039932,no freeze,0.00018713498140570411,3,416,1312.0,1440.0
23083,0.28861618108360254,428,0.10306764054438264,0.10755282075002714,0.13184481910522938,no freeze,0.0001596025354912575,3,352,2144.0,1824.0
11555,0.290083825732837,478,0.20739290075225125,0.10725108089834319,0.14142070288491262,no freeze,0.00021777800921635813,3,480,2144.0,1824.0
465,0.2902962138044586,434,0.15515580922611066,0.384939189979559,0.21208688237123485,no freeze,0.0001921938254227731,3,736,1952.0,1696.0
13770,0.2908969406538732,476,0.16597596734960396,0.13498099721336787,0.2869111102800218,no freeze,0.00026177410083684657,3,1056,928.0,1696.0
2724,0.29122404511149835,385,0.11062256813585201,0.2069442482397752,0.11784510563516515,no freeze,0.00029224387515868974,3,416,1952.0,1056.0
13296,0.29149389209800247,463,0.1489531039791744,0.27886803910345986,0.1810749096365046,no freeze,0.00015487831251515886,3,416,2080.0,1312.0
4530,0.2919127036460053,484,0.18323587719261855,0.16920276492423705,0.20184947684537338,no freeze,0.00019799606194349762,3,672,1440.0,1056.0
9184,0.2929547656245281,542,0.18261379064140942,0.16668838236743344,0.223400194930813,no freeze,0.0001944037174377741,3,352,2016.0,1056.0
22,0.2936154055175915,498,0.2909080093597699,0.3932904073204601,0.10399721391948874,freeze,0.0003109878471583908,3,1440,1888.0,480.0
120,0.29363401455428445,460,0.18324622727814177,0.10399715173772621,0.22683933478681256,no freeze,0.00022851786994727746,3,352,1696.0,2080.0
705,0.2938467298509537,442,0.21533573060402705,0.17018327579746165,0.13913199393158412,no freeze,0.0001817535408927876,3,480,2016.0,1248.0
7970,0.2955400045067614,591,0.14375474730451432,0.19002941523570072,0.13618342338456427,no freeze,0.0001881265337796516,3,416,1824.0,1760.0
12438,0.29635221727820826,464,0.11842722950403185,0.16999545664884785,0.31028378098913717,no freeze,0.0002504539245678583,3,416,1760.0,1824.0
11022,0.29694050554738843,465,0.16619334680391212,0.12639130246420294,0.1524351521501552,no freeze,0.0002478593188326637,3,544,2080.0,1952.0
13332,0.29699472154988793,400,0.15497797237487249,0.12235577877405097,0.13478379481927444,no freeze,0.0002393630474372212,3,352,2080.0,1568.0
12402,0.29767226014649006,424,0.18892998098203032,0.14692344247681238,0.19328945320978286,no freeze,0.00028880468878329503,3,352,2144.0,1248.0
9543,0.2977805449469745,567,0.14563807461637554,0.15527335108455906,0.19139026445729876,no freeze,0.00020294235354537048,3,480,2144.0,1696.0
24208,0.2989021256502174,672,0.1904802557264346,0.11266738620378863,0.13429417117334902,no freeze,0.0002079459085308486,3,352,2080.0,1824.0
948,0.29974192634742597,401,0.19759540408581222,0.19296921884800078,0.3704130989559632,no freeze,0.00015382604962640604,3,608,1568.0,992.0
1682,0.30221316453915614,436,0.13401592113776417,0.1706856451526428,0.11110591931409225,no freeze,0.0003055995087876339,3,352,2144.0,864.0
8199,0.30364054027004994,438,0.17402217240368115,0.16728823883936167,0.15718618884209254,no freeze,0.0003531957476341552,3,416,2144.0,928.0
5493,0.30389931668364567,438,0.17850654514694492,0.11546578457671498,0.22422074145577128,no freeze,0.00020501644870055653,3,352,2080.0,864.0
6862,0.3045077051379694,366,0.18685915271160058,0.10000271171982529,0.14441561146145812,no freeze,0.0003131095564066166,3,352,2016.0,1824.0
3966,0.30455933123053575,312,0.10643266973001352,0.2868746536409943,0.15448785706352422,no freeze,0.0002867662733193916,3,352,2016.0,864.0
11250,0.30523104905554915,401,0.15542453110038223,0.10261667925516953,0.26060284478890566,no freeze,0.00033786271581132354,3,352,1888.0,928.0
23898,0.30556732437710843,361,0.20609467527720746,0.17070943931143984,0.22206073878995142,no freeze,0.00033411975032364053,3,416,2016.0,1248.0
15768,0.30576826102107135,362,0.11729288688266175,0.10531988723538677,0.2168484291717428,no freeze,0.00018377344682890838,3,416,2016.0,864.0
3809,0.30649112109156645,459,0.16657636435450557,0.13546692219599002,0.22414146128437537,no freeze,0.00020462344073347966,3,416,864.0,1056.0
235,0.3074592964014627,473,0.21534873397413468,0.23360025446099217,0.21700235912320556,no freeze,0.00018157415720746606,3,416,864.0,992.0
1321,0.30754878552645837,453,0.1241828469234011,0.19105910539422055,0.18245657144009841,no freeze,0.00026648915378986774,3,352,992.0,1312.0
234,0.3085654305411225,466,0.21653407935968622,0.10297271188038445,0.1004697432411864,no freeze,0.0002223497615719846,3,352,864.0,992.0
1741,0.3089771227996006,384,0.2065131641433432,0.18296108775094588,0.12398258225734458,no freeze,0.00030953807727858115,3,352,2080.0,1440.0
16670,0.3093609901659733,328,0.1491204047095533,0.10931756532270494,0.25953047696500464,no freeze,0.00032568600349950824,3,480,1184.0,1184.0
14811,0.3098299023455319,496,0.13337855525002731,0.4383840083882724,0.1535742411440646,no freeze,0.00016938380864148412,3,416,2080.0,1312.0
8318,0.31071103895775565,444,0.18838466897262138,0.13163873679382349,0.21656839468615408,no freeze,0.00030317448363874046,3,352,2080.0,1312.0
11134,0.31213907084016546,597,0.19827438976359116,0.23318533103506026,0.2781909081644791,no freeze,0.0003789883388586571,3,416,1248.0,1312.0
6365,0.31484058389846326,442,0.1592362348990542,0.13466324458881027,0.19661563819970165,no freeze,0.0002207473720441823,3,416,2144.0,1120.0
11685,0.31500127719246546,389,0.17127372082133502,0.16437903167801723,0.10545216853637406,no freeze,0.0003272647107327246,3,352,2144.0,1376.0
8054,0.3158226405472484,438,0.17428260637404025,0.11107718063702289,0.15032374585296673,no freeze,0.00028941870768666616,3,800,2144.0,1760.0
1726,0.31618995237619923,468,0.1794195490251091,0.170989420469114,0.4428105706160719,no freeze,0.0002186706000551582,3,352,2080.0,1696.0
9215,0.31852620629538225,658,0.20857825711899022,0.10006234559227566,0.15256255452869935,no freeze,0.00021395233026265221,3,544,2144.0,736.0
5529,0.3192412888240456,437,0.147845499000178,0.10010170723647323,0.19571280998694493,no freeze,0.0002546272320620262,3,352,2016.0,800.0
15229,0.31980856283640874,469,0.10399440123517968,0.22953388049975304,0.12955861397152527,no freeze,0.00020946760623367984,3,416,736.0,1824.0
5236,0.32359142517025763,660,0.14910216992842995,0.10803309872508764,0.19992140833547023,no freeze,0.0002270028534800126,3,352,2144.0,1888.0
8055,0.3244214733680515,472,0.25680646205456276,0.10757433713915299,0.203173552738242,no freeze,0.0002746538239313438,3,800,2080.0,1056.0
871,0.3285529149612224,394,0.19316913276338357,0.18049396985772917,0.2894242728800774,no freeze,0.0003369675068469889,3,352,2080.0,1056.0
6693,0.33243295058109246,375,0.11423684486716212,0.10329904752958277,0.1436876064080123,no freeze,0.00038556622223573253,3,416,1440.0,1056.0
2083,0.33308589088362944,412,0.187171517308429,0.10424140914268513,0.14895666532842328,no freeze,0.00021390064952371524,3,736,2144.0,1248.0
12744,0.3448291706605209,450,0.21070208630666729,0.16390858972761965,0.162341723853173,no freeze,0.000349819179077456,3,544,1888.0,1184.0
10673,0.3481058820492328,665,0.17042183577128894,0.18156892046346612,0.16122806506644932,no freeze,0.0001745845758297336,3,480,2144.0,1248.0
24109,0.35726548810227005,433,0.114763967476036,0.10300057926735025,0.10274796476666628,no freeze,0.00039201332494114016,3,352,1952.0,928.0
2080,0.3625437348662831,490,0.17457305756028435,0.1929543981472214,0.10297302052559003,no freeze,0.00020699723484081175,3,480,1632.0,864.0
16545,0.36912817164402306,387,0.1347915902092934,0.2055807093171073,0.19954657609750587,no freeze,0.0005207661656132493,3,480,2144.0,1248.0
381,0.3789837851984093,488,0.12005054376637395,0.10770557114351076,0.15530695982232487,no freeze,0.00029980952145214394,3,352,2080.0,1888.0
351,0.39289397789160596,594,0.21021266852443596,0.15097890238379966,0.11086145375912518,no freeze,0.0002920179148502024,3,736,2144.0,1312.0
17203,0.40955626323599836,370,0.1560468318090213,0.1000282785492629,0.11979772998755768,no freeze,0.00030109534802517387,3,416,2080.0,1312.0
13,0.44741826381982963,57,0.2717153258963691,0.34775975601441944,,freeze,0.004822792417371086,2,1760,416.0,
2177,0.46482948467782115,415,0.14090765547560072,0.10572451491371658,0.1412129548907856,no freeze,0.00042686259365401014,3,608,2144.0,864.0
3598,0.5201823963935873,413,0.34696057275010594,0.19167785893522982,0.10590505939770184,no freeze,0.0003935614004383895,3,928,2144.0,800.0
1,0.5528967953717479,194,0.173513571318147,0.18670841544954783,0.18838431804153483,freeze,0.00772217901305435,3,2144,544.0,480.0
370,0.5585209450884207,475,0.17083930878049008,0.10836388929519725,0.10660880127918301,no freeze,0.00042947472838754733,3,416,2080.0,1248.0
12475,0.6688572170047242,452,0.2750720549890518,0.11039474417077046,0.32327533691788063,no freeze,0.00037816660408190666,3,544,1504.0,1248.0
17582,0.6768983082915164,408,0.10299777084113736,0.12045421330332108,0.10288621991539801,no freeze,0.0004971382682687971,3,352,2080.0,1184.0
3245,0.9665540972366485,425,0.17757683366694796,0.106354120546088,0.3083089892969713,no freeze,0.0005094464320311452,3,480,2080.0,1184.0
0,1.0523309455115184,98,0.1245331265861198,,,freeze,0.010140706138706058,1,1632,,
7,1.8332152407015128,188,0.1690661127739749,,,freeze,0.004798835687868073,1,2080,,
9497,2.24180110842449,409,0.1394114724345214,0.16595005867375107,0.24256949162644162,no freeze,0.0004196421155481308,3,672,1440.0,1824.0
6714,2.9029641663250207,377,0.11464355401355898,0.10825344707083492,0.1496004632698805,no freeze,0.0004852364745237495,3,800,1440.0,1056.0
2060,7.833597423112703,559,0.11957141737939082,0.10009103002331234,0.23453550566701764,no freeze,0.00021057168009683982,3,1312,2080.0,1184.0
5192,17.050191355051414,227,0.10375712773366001,0.10968379567683831,0.18584117739933773,no freeze,0.0004357420271152461,3,672,2144.0,928.0
7308,18.534461071381703,415,0.11787175869066101,0.11696869098642548,0.15242914159877724,no freeze,0.0004157460319115138,3,352,2144.0,800.0
5132,27.15138100634409,317,0.10409098425216796,0.10768209967473558,0.12331209892334458,no freeze,0.00048527712600167323,3,736,1248.0,1824.0
18504,35.48727694183719,634,0.25270763043041145,0.258164719197202,0.21077211465100262,no freeze,0.00024320778444269958,3,352,2144.0,864.0
20338,76.15552330740562,537,0.4746365896070392,0.10561248229546319,0.28240398285160967,no freeze,0.00023081095296052678,3,352,2080.0,1376.0
5672,110.29306054891558,690,0.1438224229035841,0.3536270809291833,0.2263641450235796,no freeze,0.00020391198220203306,3,352,1504.0,864.0
16189,148.37319239173922,440,0.207004205716875,0.30658763138229966,0.1516225164684502,no freeze,0.00044646075072633,3,352,2080.0,800.0
5381,405.4839040879149,426,0.20852627092548853,0.1031515664819429,0.2069392896245888,no freeze,0.0002845701239257373,3,480,1312.0,928.0
16557,582.0279965697699,405,0.10301730754677355,0.13754297376669244,0.14610454513370505,no freeze,0.0002762540370265138,3,352,2080.0,1056.0
11098,663.0913019797663,448,0.29613938388119926,0.18649380491846657,0.41168404845246503,no freeze,0.00025337429089290254,3,352,2016.0,1760.0
15944,1545.3691454128773,609,0.19912621027175612,0.16751851381655408,0.2268096704950518,no freeze,0.0002501936464300748,3,352,1952.0,1376.0
18467,2214.9914631440715,653,0.10282823738214236,0.10296685595855992,0.19416821203779383,no freeze,0.0002162257351520799,3,480,1952.0,864.0
11029,15392.826657244177,563,0.11480961238670254,0.3345207846360624,0.13479369187185855,no freeze,0.00023163699888448168,3,352,2080.0,928.0
8699,17863.72688542868,395,0.22498799774259284,0.1988241722616031,0.20560637938431492,no freeze,0.0003008769438722542,3,416,2016.0,1184.0
1286,27086.436854521377,385,0.18411329563903595,0.10326331583275257,0.15889934549369625,no freeze,0.0002870984574286077,3,672,2016.0,1888.0
23,1142556.2259437123,479,0.3104720704219544,0.46602306699535884,0.10360424361445966,no freeze,0.00036300430333995867,3,1440,1888.0,352.0
10381,7799042.5067259865,423,0.11879704258174209,0.19695528513578967,0.180690323557092,no freeze,0.00029407640013549374,3,416,2144.0,1248.0
11149,11712945.547442708,406,0.118924598901586,0.10002946225461866,0.10271857425380501,no freeze,0.00033780161164576446,3,544,2016.0,864.0
11138,64086484.23175521,290,0.16877135503884794,0.23074540073248656,0.11396054877600788,no freeze,0.0003173622082769445,3,1184,1760.0,1248.0
6,9.781987366087825e+17,158,0.2014420382175917,0.14685271396014904,0.14470100775339279,freeze,0.07291843290774389,3,864,800.0,1824.0
4,4.072784718547089e+18,208,0.24945257962982673,,,no freeze,0.09816385754085462,1,2080,,
9,1.1418805208618093e+26,168,0.21178857667035006,0.30001812557345575,0.15537747639302318,no freeze,0.06150974768154118,3,416,992.0,1440.0
