number,value,params_EPOCHS
2,0.2496062911654843,652
8089,0.25129518801048106,175
1509,0.25443624878761273,74
1,0.25861291734195235,477
6,0.2619382122829639,155
0,0.26194860450166885,108
4,0.2634980638715418,220
1074,0.2671913532962595,230
9562,0.2740435128324471,67
84,0.2791551813766347,94
5,0.28645438180293104,96
8,0.2899857558220585,77
